System,Option,FromFile,Preset,Video,EncodingTime,EncodingBitrate,FPS
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_07.mkv,0.3142,1139.78,2806.43
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_03.mkv,0.3102,3920.98,2301.45
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_05.mkv,0.3175,2217.21,2303.77
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_02.mkv,0.2746,698.97,3184.80
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_06.mkv,0.1305,416.18,2239.18
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_08.mkv,0.3424,3016.81,1707.20
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_01.mkv,0.4154,1882.26,623.78
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_04.mkv,0.3646,577.76,1897.68
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_07.mkv,0.4754,664.53,1622.95
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_03.mkv,0.5990,2279.32,952.14
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_05.mkv,0.5777,1452.48,1036.03
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_02.mkv,0.4123,511.41,1799.51
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_06.mkv,0.1490,140.00,1722.78
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_08.mkv,0.6671,1825.88,849.77
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_01.mkv,1.2276,1021.28,181.93
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_04.mkv,0.9154,157.49,622.25
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_07.mkv,1.3751,271.20,456.49
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_03.mkv,2.7612,3056.34,181.16
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_05.mkv,2.1728,1158.20,245.16
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_02.mkv,1.1547,167.45,570.95
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_06.mkv,0.2614,50.85,698.73
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_08.mkv,2.5123,1567.52,205.60
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_01.mkv,5.5633,699.82,40.26
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_04.mkv,4.0323,141.07,112.64
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_07.mkv,7.1840,256.53,80.34
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_03.mkv,22.4302,2993.59,22.90
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_05.mkv,12.2408,1107.48,38.47
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_02.mkv,6.2099,157.07,110.34
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_06.mkv,0.7861,47.38,169.63
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_08.mkv,16.5524,1591.20,29.96
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_01.mkv,0.4708,1882.26,558.84
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_04.mkv,0.4002,577.76,1892.66
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_07.mkv,0.4746,664.53,1649.61
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_03.mkv,0.5684,2279.32,944.09
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_05.mkv,0.5862,1452.48,1045.86
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_02.mkv,0.4300,511.41,1831.86
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_06.mkv,0.1442,140.00,1825.48
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_08.mkv,0.6677,1825.88,861.68
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_01.mkv,0.7409,1185.49,315.48
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_04.mkv,0.5438,215.62,1367.65
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_07.mkv,0.6821,323.88,1018.60
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_03.mkv,1.0805,2410.79,495.52
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_05.mkv,0.9856,1178.82,555.78
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_02.mkv,0.6249,262.90,1128.68
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_06.mkv,0.1561,50.17,1581.84
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_08.mkv,1.0701,1613.72,501.47
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_01.mkv,0.9294,1195.93,247.45
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_04.mkv,0.6987,257.18,894.16
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_07.mkv,0.9927,357.80,680.08
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_03.mkv,1.6093,2465.54,318.09
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_05.mkv,1.3623,1221.03,392.29
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_02.mkv,0.9253,309.50,722.16
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_06.mkv,0.2060,71.18,1029.50
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_08.mkv,1.5577,1686.97,340.81
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_01.mkv,1.3906,1178.70,172.65
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_04.mkv,0.8437,285.09,674.61
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_07.mkv,1.3024,381.23,490.42
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_03.mkv,2.2831,2478.86,222.54
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_05.mkv,1.9174,1239.66,275.53
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_02.mkv,1.3205,347.19,497.07
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_06.mkv,0.2534,80.21,751.19
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_08.mkv,2.2748,1585.01,230.78
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_01.mkv,1.6693,1179.18,129.04
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_04.mkv,1.1708,292.54,471.13
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_07.mkv,1.6617,373.51,390.74
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_03.mkv,2.9459,2460.31,171.25
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_05.mkv,2.3780,1197.77,223.02
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_02.mkv,1.5712,318.83,410.93
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_06.mkv,0.2951,86.74,616.21
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_08.mkv,2.9179,1574.94,178.97
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_01.mkv,3.1208,1195.73,72.33
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_04.mkv,1.6039,294.94,329.06
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_07.mkv,2.1839,369.05,293.20
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_03.mkv,4.9308,2454.72,99.14
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_05.mkv,3.2927,1186.29,150.32
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_02.mkv,2.1656,302.13,292.12
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_06.mkv,0.3875,87.63,410.75
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_08.mkv,4.5374,1535.36,110.26
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_01.mkv,3.7551,577.72,61.61
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_04.mkv,2.4358,292.84,206.03
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_07.mkv,3.9099,364.79,149.94
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_03.mkv,10.6936,2445.12,43.49
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_05.mkv,6.6217,1170.67,78.75
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_02.mkv,3.4729,307.46,178.02
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_06.mkv,0.4767,81.69,303.78
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_08.mkv,8.9323,1564.86,53.85
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_01.mkv,7.5658,796.79,27.11
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_04.mkv,4.9633,275.76,106.10
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_07.mkv,8.3584,344.72,71.85
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_03.mkv,20.1014,2323.47,22.50
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_05.mkv,13.9055,1123.99,41.16
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_02.mkv,7.0088,274.33,83.71
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_06.mkv,0.8840,69.89,146.58
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_08.mkv,18.0042,1535.08,28.95
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_01.mkv,20.5734,356.13,9.59
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_04.mkv,21.4039,285.72,22.65
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_07.mkv,41.1399,354.53,15.27
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_03.mkv,60.8642,2326.55,8.02
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_05.mkv,41.8114,1131.56,12.43
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_02.mkv,22.4193,282.93,26.98
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_06.mkv,3.0030,71.20,39.80
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_08.mkv,75.2349,1485.87,6.72
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_01.mkv,0.5564,1000.18,427.71
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_04.mkv,0.4740,157.25,1466.36
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_07.mkv,0.6361,261.15,1121.97
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_03.mkv,1.0205,3030.37,511.93
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_05.mkv,0.9432,1154.41,602.55
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_02.mkv,0.5667,142.70,1310.28
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_06.mkv,0.1639,44.67,1571.77
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_08.mkv,0.9909,1716.46,553.02
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_01.mkv,0.7524,1021.50,317.42
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_04.mkv,0.5984,154.18,957.72
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_07.mkv,0.9104,265.77,742.73
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_03.mkv,1.6281,3063.35,316.12
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_05.mkv,1.3001,1172.60,418.92
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_02.mkv,0.7993,167.59,860.61
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_06.mkv,0.2064,48.59,1099.23
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_08.mkv,1.4836,1776.02,363.17
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_01.mkv,1.0369,1020.28,224.93
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_04.mkv,0.7086,154.10,805.52
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_07.mkv,1.1938,272.89,546.58
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_03.mkv,2.3385,3067.71,224.43
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_05.mkv,1.7769,1198.20,299.68
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_02.mkv,1.0100,178.76,664.93
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_06.mkv,0.2239,49.53,915.24
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_08.mkv,2.1254,1583.74,247.82
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_01.mkv,1.3084,1021.28,174.90
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_04.mkv,0.9485,157.49,588.71
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_07.mkv,1.5053,271.20,441.24
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_03.mkv,2.8741,3056.34,167.51
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_05.mkv,2.3474,1158.20,226.16
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_02.mkv,1.2512,167.45,526.39
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_06.mkv,0.2769,50.85,668.15
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_08.mkv,2.6933,1567.52,194.43
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_01.mkv,2.5764,1039.81,86.31
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_04.mkv,1.3499,152.03,389.91
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_07.mkv,1.9577,266.19,329.89
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_03.mkv,5.2857,3030.61,93.69
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_05.mkv,3.3834,1142.44,153.68
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_02.mkv,1.5600,158.55,412.43
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_06.mkv,0.3710,49.33,434.60
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_08.mkv,4.3191,1514.22,120.35
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_01.mkv,3.0730,396.18,63.80
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_04.mkv,2.4636,147.24,215.94
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_07.mkv,3.8158,264.25,165.37
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_03.mkv,11.1697,3014.67,45.38
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_05.mkv,6.5876,1128.34,85.66
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_02.mkv,2.6212,160.13,234.25
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_06.mkv,0.4574,48.86,318.94
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_08.mkv,8.7596,1571.40,57.15
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_01.mkv,5.8477,699.82,37.33
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_04.mkv,4.5078,141.07,115.27
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_07.mkv,7.7178,256.53,84.79
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_03.mkv,20.2986,2993.59,23.77
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_05.mkv,13.0730,1107.48,41.53
