System,Option,FromFile,Preset,Video,EncodingTime,EncodingBitrate,FPS
baseline,BASELINE,nofile,superfast,measures/in/original_06.mkv,0.1729,140.00,1678.79
baseline,BASELINE,nofile,veryfast,measures/in/original_06.mkv,0.1582,50.17,1558.99
baseline,BASELINE,nofile,faster,measures/in/original_06.mkv,0.1992,71.18,1001.13
baseline,BASELINE,nofile,fast,measures/in/original_06.mkv,0.2374,80.21,713.79
baseline,BASELINE,nofile,medium,measures/in/original_06.mkv,0.2763,86.74,609.42
baseline,BASELINE,nofile,slow,measures/in/original_06.mkv,0.4313,87.63,406.08
baseline,BASELINE,nofile,slower,measures/in/original_06.mkv,0.4734,81.69,302.77
baseline,BASELINE,nofile,veryslow,measures/in/original_06.mkv,0.8927,69.89,154.69
baseline,BASELINE,nofile,placebo,measures/in/original_06.mkv,3.0475,71.20,40.75
baseline,BASELINE,nofile,ultrafast,measures/in/original_08.mkv,0.6854,3016.81,1661.52
baseline,BASELINE,nofile,superfast,measures/in/original_08.mkv,0.7349,1825.88,816.51
baseline,BASELINE,nofile,veryfast,measures/in/original_08.mkv,1.1627,1613.72,492.01
baseline,BASELINE,nofile,faster,measures/in/original_08.mkv,1.6149,1686.97,331.09
baseline,BASELINE,nofile,fast,measures/in/original_08.mkv,2.5577,1585.01,227.47
baseline,BASELINE,nofile,medium,measures/in/original_08.mkv,2.8893,1574.94,179.85
baseline,BASELINE,nofile,slow,measures/in/original_08.mkv,4.7173,1535.36,104.47
baseline,BASELINE,nofile,slower,measures/in/original_08.mkv,9.1253,1564.86,50.96
baseline,BASELINE,nofile,veryslow,measures/in/original_08.mkv,18.3700,1535.08,28.80
baseline,BASELINE,nofile,placebo,measures/in/original_08.mkv,78.3643,1485.87,6.16
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_01.mkv,0.2987,1879.26,1283.29
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_04.mkv,0.6121,1113.00,1447.12
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_07.mkv,0.5912,1139.78,2530.21
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_03.mkv,0.3357,3920.98,1980.94
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_05.mkv,0.3408,2217.21,2003.20
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_02.mkv,0.2778,698.97,3035.35
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_06.mkv,0.1387,416.18,2321.76
specialized,"['PSY_NO', 'MIXED_REFS_YES', 'CABAC_YES', 'MBTREE_YES', 'WEIGHTB_YES']",ultrafast,ultrafast,measures/in/original_08.mkv,0.4019,3016.81,1747.22
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_01.mkv,0.6140,1000.18,429.31
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_04.mkv,0.4351,157.25,1304.80
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_07.mkv,0.7028,261.15,1012.49
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_03.mkv,1.4825,3030.37,493.03
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_05.mkv,0.9848,1154.41,575.90
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_02.mkv,0.5887,142.70,1254.52
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_06.mkv,0.1675,44.67,1446.92
specialized,"['CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO', 'MIXED_REFS_YES']",veryfast,veryfast,measures/in/original_08.mkv,1.0306,1716.46,523.02
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_01.mkv,0.3032,1879.26,1410.56
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_04.mkv,0.3255,1113.00,2349.17
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_07.mkv,0.3560,1139.78,2317.29
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_03.mkv,0.3787,3920.98,1689.22
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_05.mkv,0.3852,2217.21,1817.84
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_02.mkv,0.3149,698.97,2400.99
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_06.mkv,0.1455,416.18,1767.20
specialized,['MBTREE_YES'],mbtreeyes,ultrafast,measures/in/original_08.mkv,0.4576,3016.81,1398.86
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_01.mkv,0.5259,1882.26,476.94
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_04.mkv,0.4538,577.76,1466.51
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_07.mkv,0.5637,664.53,1348.96
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_03.mkv,0.5947,2279.32,996.75
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_05.mkv,0.5598,1452.48,1081.47
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_02.mkv,0.4369,511.41,1705.55
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_06.mkv,0.1528,140.00,1588.08
specialized,['MBTREE_YES'],mbtreeyes,superfast,measures/in/original_08.mkv,0.6662,1825.88,861.19
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_01.mkv,1.4176,1021.28,164.47
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_04.mkv,0.9856,157.49,520.82
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_07.mkv,1.5197,271.20,459.18
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_03.mkv,2.9544,3056.34,155.15
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_05.mkv,3.4988,1158.20,164.25
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_02.mkv,1.9166,167.45,371.68
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_06.mkv,0.3773,50.85,583.96
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",medium,medium,measures/in/original_08.mkv,3.3173,1567.52,171.75
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_01.mkv,7.9355,699.82,32.73
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_04.mkv,5.4148,141.07,106.78
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_07.mkv,9.7990,256.53,70.61
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_03.mkv,24.6101,2993.59,19.52
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_05.mkv,15.2571,1107.48,35.60
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_02.mkv,7.0016,157.07,91.78
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_06.mkv,1.0908,47.38,128.62
specialized,"['MIXED_REFS_NO', 'CABAC_NO', 'MBTREE_NO', 'WEIGHTB_NO', 'PSY_NO']",veryslow,veryslow,measures/in/original_08.mkv,22.3489,1591.20,24.34
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_01.mkv,0.8246,1882.26,440.02
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_04.mkv,0.7118,577.76,1301.56
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_07.mkv,0.9089,664.53,1254.72
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_03.mkv,1.1019,2279.32,668.18
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_05.mkv,1.0592,1452.48,765.73
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_02.mkv,0.7505,511.41,1478.95
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_06.mkv,0.2422,140.00,1221.59
specialized,['CABAC_NO'],cabacno,superfast,measures/in/original_08.mkv,1.1038,1825.88,652.03
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_01.mkv,0.9116,1185.49,264.87
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_04.mkv,0.5893,215.62,1156.40
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_07.mkv,0.8475,323.88,853.31
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_03.mkv,1.2775,2410.79,411.31
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_05.mkv,1.2113,1178.82,465.36
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_02.mkv,0.7937,262.90,931.86
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_06.mkv,0.2031,50.17,1584.22
specialized,['CABAC_NO'],cabacno,veryfast,measures/in/original_08.mkv,1.3416,1613.72,420.67
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_01.mkv,1.1657,1195.93,204.10
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_04.mkv,0.8186,257.18,711.70
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_07.mkv,1.2320,357.80,558.36
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_03.mkv,1.9639,2465.54,266.55
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_05.mkv,1.6676,1221.03,337.94
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_02.mkv,1.1221,309.50,609.71
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_06.mkv,0.2496,71.18,820.31
specialized,['CABAC_NO'],cabacno,faster,measures/in/original_08.mkv,1.8109,1686.97,298.68
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_01.mkv,1.5894,1178.70,143.31
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_04.mkv,1.0004,285.09,566.11
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_07.mkv,1.5053,381.23,428.00
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_03.mkv,2.6162,2478.86,195.43
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_05.mkv,2.1691,1239.66,242.37
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_02.mkv,1.6924,347.19,427.51
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_06.mkv,0.3111,80.21,639.79
specialized,['CABAC_NO'],cabacno,fast,measures/in/original_08.mkv,2.9550,1585.01,195.62
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_01.mkv,2.0338,1179.18,111.22
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_04.mkv,1.4788,292.54,399.84
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_07.mkv,1.8834,373.51,339.76
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_03.mkv,3.3910,2460.31,151.39
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_05.mkv,2.7085,1197.77,190.67
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_02.mkv,1.8603,318.83,341.02
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_06.mkv,0.3682,86.74,528.90
specialized,['CABAC_NO'],cabacno,medium,measures/in/original_08.mkv,3.3711,1574.94,157.64
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_01.mkv,3.4772,1195.73,63.04
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_04.mkv,2.1076,294.94,247.58
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_07.mkv,2.7846,369.05,250.02
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_03.mkv,6.2515,2454.72,83.07
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_05.mkv,4.1439,1186.29,132.75
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_02.mkv,2.6457,302.13,251.23
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_06.mkv,0.5276,87.63,323.85
specialized,['CABAC_NO'],cabacno,slow,measures/in/original_08.mkv,5.8926,1535.36,89.11
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_01.mkv,4.5790,577.72,47.67
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_04.mkv,3.1677,292.84,170.10
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_07.mkv,4.6156,364.79,135.99
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_03.mkv,12.1590,2445.12,41.21
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_05.mkv,7.8629,1170.67,69.50
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_02.mkv,4.2638,307.46,144.06
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_06.mkv,0.6537,81.69,241.68
specialized,['CABAC_NO'],cabacno,slower,measures/in/original_08.mkv,11.9662,1564.86,49.60
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_01.mkv,8.8013,796.79,23.99
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_04.mkv,5.9908,275.76,93.92
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_07.mkv,10.6868,344.72,63.47
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_03.mkv,25.6421,2323.47,20.89
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_05.mkv,15.0996,1123.99,30.82
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_02.mkv,8.5083,274.33,73.39
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_06.mkv,1.0894,69.89,124.50
specialized,['CABAC_NO'],cabacno,veryslow,measures/in/original_08.mkv,22.0647,1535.08,24.04
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_01.mkv,31.5385,356.13,7.35
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_04.mkv,27.7015,285.72,17.80
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_07.mkv,53.2456,354.53,12.52
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_03.mkv,64.2684,2326.55,7.41
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_05.mkv,43.1765,1131.56,12.15
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_02.mkv,25.6217,282.93,20.78
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_06.mkv,3.6502,71.20,35.87
specialized,['CABAC_NO'],cabacno,placebo,measures/in/original_08.mkv,79.0359,1485.87,6.20
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_01.mkv,0.6196,1000.18,392.58
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_04.mkv,0.4621,157.25,1391.55
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_07.mkv,0.6815,261.15,1062.29
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_03.mkv,1.1014,3030.37,440.06
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_05.mkv,1.0043,1154.41,574.32
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_02.mkv,0.5984,142.70,1215.60
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_06.mkv,0.1932,44.67,1436.94
specialized,['MBTREE_NO'],mbtreeno,veryfast,measures/in/original_08.mkv,1.1401,1716.46,487.01
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_01.mkv,0.9089,1021.50,288.60
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_04.mkv,0.6439,154.18,908.95
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_07.mkv,0.9762,265.77,694.90
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_03.mkv,1.7140,3063.35,301.04
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_05.mkv,1.3732,1172.60,393.15
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_02.mkv,0.8517,167.59,796.73
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_06.mkv,0.2197,48.59,1012.63
specialized,['MBTREE_NO'],mbtreeno,faster,measures/in/original_08.mkv,1.4833,1776.02,355.02
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_01.mkv,1.0706,1020.28,217.63
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_04.mkv,0.7396,154.10,801.86
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_07.mkv,1.2132,272.89,538.94
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_03.mkv,2.3836,3067.71,222.01
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_05.mkv,1.8434,1198.20,288.47
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_02.mkv,1.0833,178.76,642.00
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_06.mkv,0.2288,49.53,902.13
specialized,['MBTREE_NO'],mbtreeno,fast,measures/in/original_08.mkv,2.1687,1583.74,238.27
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_01.mkv,1.3814,1021.28,163.76
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_04.mkv,1.0027,157.49,553.06
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_07.mkv,1.4952,271.20,443.27
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_03.mkv,3.0045,3056.34,169.59
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_05.mkv,2.2406,1158.20,235.47
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_02.mkv,1.2196,167.45,519.30
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_06.mkv,0.2789,50.85,666.91
specialized,['MBTREE_NO'],mbtreeno,medium,measures/in/original_08.mkv,2.6654,1567.52,190.40
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_01.mkv,2.7195,1039.81,83.57
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_04.mkv,1.3933,152.03,388.51
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_07.mkv,1.9599,266.19,323.55
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_03.mkv,5.2904,3030.61,87.09
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_05.mkv,3.5028,1142.44,147.70
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_02.mkv,1.6195,158.55,378.87
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_06.mkv,0.3799,49.33,424.75
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_08.mkv,4.4507,1514.22,115.39
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_01.mkv,3.0532,396.18,71.32
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_04.mkv,2.2314,147.24,228.12
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_07.mkv,3.6471,264.25,164.28
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_03.mkv,11.6489,3014.67,41.59
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_05.mkv,7.3628,1128.34,65.66
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_02.mkv,3.6168,160.13,200.82
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_06.mkv,0.6136,48.86,296.47
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_08.mkv,9.2036,1571.40,54.20
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_01.mkv,6.0313,699.82,33.37
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_04.mkv,4.4702,141.07,124.31
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_07.mkv,7.6788,256.53,80.41
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_03.mkv,24.2792,2993.59,22.60
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_05.mkv,14.0284,1107.48,39.02
