The original unique number of found gadgets is: 106878
The unique number of found gadgets when ['--disable-lavf', '--disable-lsmash', '--enable-strip', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-bashcompletion', '--bit-depth=8', '--chroma-format=420'] is removed: 35477. Or, 66.8061% less
The unique number of found gadgets when ['--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-thread', '--enable-bashcompletion', '--system-libx264', '--bit-depth=all', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--enable-gprof', '--enable-strip', '--enable-lto', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=420'] is removed: 60545. Or, 43.3513% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--enable-bashcompletion', '--system-libx264', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--enable-strip', '--disable-interlaced', '--chroma-format=444'] is removed: 93219. Or, 12.7800% less
The unique number of found gadgets when ['--disable-lavf', '--disable-ffms', '--enable-gprof', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=10', '--chroma-format=444'] is removed: 48192. Or, 54.9093% less
The unique number of found gadgets when ['--disable-avs', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--enable-lto', '--disable-thread', '--disable-win32thread', '--system-libx264', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--chroma-format=420'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--enable-gprof', '--enable-lto', '--disable-thread', '--disable-interlaced', '--bit-depth=all', '--chroma-format=420'] is removed: 89014. Or, 16.7144% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--enable-lto', '--disable-opencl', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=8', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-ffms', '--enable-strip', '--enable-pic', '--system-libx264', '--bit-depth=10', '--chroma-format=all'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--enable-gprof', '--disable-asm', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=10', '--chroma-format=all'] is removed: 52128. Or, 51.2266% less
The unique number of found gadgets when ['--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-lto', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--bit-depth=10', '--chroma-format=420'] is removed: 39033. Or, 63.4789% less
The unique number of found gadgets when ['--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-pic', '--disable-thread', '--enable-bashcompletion', '--system-libx264', '--bit-depth=10', '--chroma-format=420'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--enable-strip', '--enable-pic', '--disable-gpl', '--disable-thread', '--system-libx264', '--bit-depth=10', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--enable-gprof', '--enable-pic', '--disable-asm', '--disable-opencl', '--disable-gpl', '--disable-thread', '--system-libx264', '--bit-depth=all', '--chroma-format=all'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-lsmash', '--disable-asm', '--enable-lto', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--chroma-format=422'] is removed: 61067. Or, 42.8629% less
The unique number of found gadgets when ['--enable-gprof', '--disable-asm', '--enable-lto', '--disable-thread', '--enable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=420'] is removed: 49980. Or, 53.2364% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-bashcompletion', '--system-libx264', '--bit-depth=all', '--chroma-format=420'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-lsmash', '--enable-gprof', '--enable-pic', '--disable-gpl', '--disable-bashcompletion', '--chroma-format=420'] is removed: 76261. Or, 28.6467% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-pic', '--enable-lto', '--disable-bashcompletion', '--system-libx264', '--bit-depth=10', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-lsmash', '--disable-opencl', '--disable-gpl', '--disable-thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8', '--chroma-format=420'] is removed: 43372. Or, 59.4192% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-opencl', '--disable-thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=422'] is removed: 71825. Or, 32.7972% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--disable-gpac', '--enable-strip', '--enable-pic', '--enable-lto', '--disable-gpl', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--system-libx264', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--disable-asm', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--bit-depth=8'] is removed: 38004. Or, 64.4417% less
The unique number of found gadgets when ['--disable-avs', '--disable-ffms', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-gpl', '--disable-win32thread', '--disable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=8', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpl', '--disable-bashcompletion', '--bit-depth=8', '--chroma-format=420'] is removed: 63126. Or, 40.9364% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-lsmash', '--enable-strip', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-thread', '--enable-bashcompletion', '--system-libx264', '--bit-depth=10', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--enable-strip', '--enable-pic', '--disable-bashcompletion', '--system-libx264', '--bit-depth=all', '--chroma-format=444'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-lavf', '--enable-gprof', '--disable-gpl', '--disable-thread', '--disable-bashcompletion', '--bit-depth=8', '--chroma-format=all'] is removed: 67560. Or, 36.7877% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-thread', '--disable-win32thread', '--enable-bashcompletion', '--system-libx264', '--bit-depth=10', '--chroma-format=422'] is removed: 106878. Or, 0.0000%
The unique number of found gadgets when ['--disable-avs', '--disable-lsmash', '--enable-gprof', '--enable-lto', '--disable-opencl', '--disable-gpl', '--disable-win32thread', '--enable-bashcompletion', '--bit-depth=10', '--chroma-format=all'] is removed: 46453. Or, 56.5364% less
The unique number of found gadgets when ['--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-gpac', '--disable-lsmash', '--enable-gprof', '--disable-asm', '--disable-opencl', '--disable-gpl', '--disable-thread', '--enable-bashcompletion', '--disable-interlaced', '--bit-depth=all', '--chroma-format=422'] is removed: 50434. Or, 52.8116% less
The unique number of found gadgets when ['--disable-ffms', '--disable-asm', '--disable-bashcompletion', '--bit-depth=10', '--chroma-format=all'] is removed: 56043. Or, 47.5636% less
The unique number of found gadgets when ['--disable-avs', '--disable-lavf', '--disable-ffms', '--enable-gprof', '--disable-gpl', '--disable-thread', '--disable-win32thread', '--bit-depth=8', '--chroma-format=444'] is removed: 62165. Or, 41.8356% less
The unique number of found gadgets when ['--disable-avs', '--disable-swscale', '--disable-lavf', '--disable-ffms', '--disable-lsmash', '--enable-pic', '--disable-asm', '--enable-lto', '--disable-opencl', '--disable-thread', '--disable-win32thread', '--enable-bashcompletion', '--disable-interlaced', '--system-libx264', '--bit-depth=all', '--chroma-format=400'] is removed: 106878. Or, 0.0000%
