System,Option,FromFile,Preset,Video,EncodingTime,EncodingBitrate,FPS
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_03.mkv,6.4353,3030.61,75.39
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_05.mkv,3.8368,1142.44,140.71
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_02.mkv,1.7014,158.55,364.23
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_06.mkv,0.3909,49.33,380.85
specialized,['MBTREE_NO'],mbtreeno,slow,measures/in/original_08.mkv,4.8095,1514.22,108.71
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_01.mkv,3.2139,396.18,64.27
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_04.mkv,2.5116,147.24,210.19
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_07.mkv,3.8377,264.25,155.59
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_03.mkv,11.5612,3014.67,39.99
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_05.mkv,7.4122,1128.34,67.26
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_02.mkv,3.1273,160.13,199.47
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_06.mkv,0.5136,48.86,296.92
specialized,['MBTREE_NO'],mbtreeno,slower,measures/in/original_08.mkv,9.8929,1571.40,49.20
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_01.mkv,6.4977,699.82,30.81
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_04.mkv,4.8217,141.07,108.92
specialized,['MBTREE_NO'],mbtreeno,veryslow,measures/in/original_07.mkv,7.9983,256.53,73.85
